Départ,Arrivée,Distance (m)
Dijon,Lyon Perrache,196955.281
Sens,Étigny - Véron,7504.811
Sens,Villeneuve-sur-Yonne,14367.168
Sens,Saint-Julien-du-Sault,22060.564
Sens,Joigny,32885.617
Sens,Laroche - Migennes,42317.398
Sens,Saint-Florentin - Vergigny,59740.031
Sens,Tonnerre,83628.859
Sens,Nuits sous Ravières,112181.695
Sens,Montbard,130336.602
Sens,Les Laumes - Alésia,144180.578
Sens,Dijon,201516.594
Sens,Beaune,238611.156
Sens,Chagny,253652.563
Sens,Chalon-sur-Saône,269613.938
Sens,Tournus,295168.0
Sens,Mâcon,327207.96
Sens,Belleville sur Sâone,350170.219
Sens,Villefranche-sur-Saône,364557.0
Sens,Saint-Germain-au-Mont-d'Or,378440.031
Sens,Lyon Part Dieu,395105.219
Dijon,Lyon Part Dieu,193588.359
Sens,Nuits-Saint-Georges,224056.703
Paris Bercy Bourg. Pays d'Auv.,Sens,114333.18
Paris Bercy Bourg. Pays d'Auv.,Joigny,147218.766
Paris Bercy Bourg. Pays d'Auv.,Laroche - Migennes,156634.625
Paris Bercy Bourg. Pays d'Auv.,Saint-Florentin - Vergigny,174073.234
Paris Bercy Bourg. Pays d'Auv.,Tonnerre,197962.078
Paris Bercy Bourg. Pays d'Auv.,Nuits sous Ravières,226515.0
Paris Bercy Bourg. Pays d'Auv.,Montbard,244670.063
Paris Bercy Bourg. Pays d'Auv.,Les Laumes - Alésia,258514.016
Paris Bercy Bourg. Pays d'Auv.,Dijon,315850.031
Paris Bercy Bourg. Pays d'Auv.,Beaune,352944.781
Paris Bercy Bourg. Pays d'Auv.,Chagny,367986.313
Paris Bercy Bourg. Pays d'Auv.,Chalon-sur-Saône,383947.594
Paris Bercy Bourg. Pays d'Auv.,Tournus,409501.656
Paris Bercy Bourg. Pays d'Auv.,Mâcon,441541.625
Paris Bercy Bourg. Pays d'Auv.,Belleville sur Sâone,464503.875
Paris Bercy Bourg. Pays d'Auv.,Villefranche-sur-Saône,478890.656
Paris Bercy Bourg. Pays d'Auv.,Saint-Germain-au-Mont-d'Or,492773.688
Paris Bercy Bourg. Pays d'Auv.,Lyon Part Dieu,509438.875
Paris Gare de Lyon Hall 1 - 2,Sens,114562.266
Paris Gare de Lyon Hall 1 - 2,Joigny,147447.859
Paris Gare de Lyon Hall 1 - 2,Laroche - Migennes,156863.719
Paris Gare de Lyon Hall 1 - 2,Saint-Florentin - Vergigny,174302.328
Paris Gare de Lyon Hall 1 - 2,Tonnerre,198191.172
Paris Gare de Lyon Hall 1 - 2,Nuits sous Ravières,226744.094
Paris Gare de Lyon Hall 1 - 2,Montbard,244899.156
Paris Gare de Lyon Hall 1 - 2,Les Laumes - Alésia,258743.109
Paris Gare de Lyon Hall 1 - 2,Dijon,316083.094
Paris Gare de Lyon Hall 1 - 2,Beaune,353173.875
Paris Gare de Lyon Hall 1 - 2,Chagny,368215.406
Paris Gare de Lyon Hall 1 - 2,Chalon-sur-Saône,384176.688
Paris Gare de Lyon Hall 1 - 2,Tournus,409730.75
Paris Gare de Lyon Hall 1 - 2,Mâcon,441770.719
Paris Gare de Lyon Hall 1 - 2,Belleville sur Sâone,464732.969
Paris Gare de Lyon Hall 1 - 2,Villefranche-sur-Saône,479119.75
Paris Gare de Lyon Hall 1 - 2,Saint-Germain-au-Mont-d'Or,493002.781
Paris Gare de Lyon Hall 1 - 2,Lyon Part Dieu,509667.969
Paris Gare de Lyon Hall 1 - 2,Lyon Perrache,514777.531
Paris Bercy Bourg. Pays d'Auv.,Nuits-Saint-Georges,338390.219
Lyon Part Dieu,Dijon,192425.609
Lyon Part Dieu,Les Laumes - Alésia,249783.828
Lyon Part Dieu,Montbard,263635.156
Lyon Part Dieu,Nuits sous Ravières,281811.25
Lyon Part Dieu,Tonnerre,310355.188
Lyon Part Dieu,Saint-Florentin - Vergigny,334248.656
Lyon Part Dieu,Laroche - Migennes,351696.375
Lyon Part Dieu,Joigny,361103.531
Lyon Part Dieu,Sens,393990.813
Lyon Part Dieu,Paris Bercy Bourg. Pays d'Auv.,506641.438
Lyon Part Dieu,Saint-Germain-au-Mont-d'Or,16662.355
Lyon Part Dieu,Villefranche-sur-Saône,30548.174
Lyon Part Dieu,Belleville sur Sâone,44933.035
Lyon Part Dieu,Mâcon,67890.766
Lyon Part Dieu,Tournus,99927.852
Lyon Part Dieu,Chalon-sur-Saône,125479.805
Lyon Part Dieu,Chagny,141426.188
Lyon Part Dieu,Beaune,156485.656
Lyon Part Dieu,Paris Gare de Lyon Hall 1 - 2,508479.75
Lyon Perrache,Villefranche-sur-Saône,33917.168
Lyon Perrache,Belleville sur Sâone,48302.023
Lyon Perrache,Mâcon,71259.742
Lyon Perrache,Tournus,103296.844
Lyon Perrache,Chalon-sur-Saône,128848.797
Lyon Perrache,Chagny,144795.188
Lyon Perrache,Beaune,159854.656
Lyon Perrache,Dijon,196930.188
Lyon Perrache,Les Laumes - Alésia,256007.766
Lyon Perrache,Montbard,269859.031
Lyon Perrache,Nuits sous Ravières,288035.125
Lyon Perrache,Tonnerre,316579.063
Lyon Perrache,Saint-Florentin - Vergigny,340472.531
Lyon Perrache,Laroche - Migennes,357920.25
Lyon Perrache,Joigny,367327.406
Lyon Perrache,Sens,400214.688
Lyon Perrache,Paris Gare de Lyon Hall 1 - 2,513392.781
Lyon Part Dieu,Nuits-Saint-Georges,171039.344
Paris Bercy Bourg. Pays d'Auv.,Lyon Perrache,514548.438
Dijon,Nuits-Saint-Georges,22540.063
Lyon Perrache,Saint-Germain-au-Mont-d'Or,20049.223
Lyon Perrache,Paris Bercy Bourg. Pays d'Auv.,514286.031
Mâcon,Tournus,32036.469
Mâcon,Chalon-sur-Saône,57588.418
Mâcon,Chagny,73522.086
Mâcon,Beaune,88594.273
Mâcon,Dijon,125669.773
Mâcon,Les Laumes - Alésia,183026.969
Mâcon,Montbard,196878.234
Mâcon,Nuits sous Ravières,215054.359
Mâcon,Tonnerre,243597.922
Mâcon,Saint-Florentin - Vergigny,267491.281
Mâcon,Laroche - Migennes,284939.0
Mâcon,Joigny,294346.156
Mâcon,Sens,327233.438
Mâcon,Paris Gare de Lyon Hall 1 - 2,442131.969
Mâcon,Paris Bercy Bourg. Pays d'Auv.,441304.781
Lyon Perrache,Nuits-Saint-Georges,176128.813
Mâcon,Belleville sur Sâone,23677.15
Mâcon,Villefranche-sur-Saône,38942.859
Mâcon,Saint-Germain-au-Mont-d'Or,51219.434
Mâcon,Lyon Part Dieu,67898.109
Bourg-Saint-Maurice,Landry,7551.797
Bourg-Saint-Maurice,Aime - La Plagne,15764.564
Bourg-Saint-Maurice,Moûtiers-Salins-Brides-les-B.,29583.348
Bourg-Saint-Maurice,Notre-Dame de Briançon,38569.332
Bourg-Saint-Maurice,Albertville,57589.32
Bourg-Saint-Maurice,Frontenex,65243.23
Bourg-Saint-Maurice,Grésy-sur-Isère,72588.273
Bourg-Saint-Maurice,Saint-Pierre-d'Albigny,82508.703
Bourg-Saint-Maurice,Montmélian,97751.969
Bourg-Saint-Maurice,Chambéry - Challes-les-Eaux,111846.523
Bourg-Saint-Maurice,Lépin-le-Lac - La Bauche,123659.484
Bourg-Saint-Maurice,Pont-de-Beauvoisin,134483.547
Bourg-Saint-Maurice,La Tour-du-Pin,155287.734
Bourg-Saint-Maurice,Bourgoin-Jallieu,170301.922
Bourg-Saint-Maurice,Lyon Part Dieu,212753.594
Annecy,Ambérieu-en-Bugey,111937.961
Annecy,Lyon Part Dieu,158336.109
Aix-les-Bains le Revard,Ambérieu-en-Bugey,72359.391
Aix-les-Bains le Revard,Lyon Part Dieu,118756.219
Annecy,Culoz,62054.352
Aix-les-Bains le Revard,Culoz,22475.768
Lyon Part Dieu,Ambérieu-en-Bugey,46406.879
Lyon Part Dieu,Culoz,96278.703
Lyon Part Dieu,Aix-les-Bains le Revard,118768.578
Lyon Part Dieu,Albens,130909.68
Lyon Part Dieu,Rumilly,139783.906
Lyon Part Dieu,Annecy,158348.047
Le Valdahon,Avoudrey,8831.395
Le Valdahon,Gilley,22299.918
Le Valdahon,Morteau,35869.453
Le Valdahon,Le Locle Col des Roches,43170.066
Le Valdahon,Le Locle,44951.117
Le Valdahon,Le Crêt-du-Locle,48636.961
Le Valdahon,La Chaux-de-Fonds,52519.523
La Chaux-de-Fonds,Le Locle,7568.404
La Chaux-de-Fonds,Morteau,18540.807
La Chaux-de-Fonds,Gilley,30219.602
La Chaux-de-Fonds,Avoudrey,44583.723
La Chaux-de-Fonds,Le Valdahon,52519.539
La Chaux-de-Fonds,Étalans,58149.473
La Chaux-de-Fonds,L'Hôpital-du-Grosbois,62875.406
La Chaux-de-Fonds,Mamirolle,69434.75
La Chaux-de-Fonds,Saône,74394.477
La Chaux-de-Fonds,Morre,77588.563
La Chaux-de-Fonds,Besançon Mouillère,81624.781
La Chaux-de-Fonds,Besançon Viotte,84636.438
La Chaux-de-Fonds,Le Crêt-du-Locle,3882.561
La Chaux-de-Fonds,Le Locle Col des Roches,9349.453
Morteau,Le Locle Col des Roches,9187.891
Morteau,Le Locle,10968.939
Morteau,Le Crêt-du-Locle,14654.782
Morteau,La Chaux-de-Fonds,18537.344
La Chaux-de-Fonds,Le Valdahon Camp Militaire,54702.547
Besançon Viotte,Besançon Mouillère,1309.785
Besançon Viotte,Morre,7047.544
Besançon Viotte,Saône,10484.776
Besançon Viotte,Mamirolle,16199.21
Besançon Viotte,L'Hôpital-du-Grosbois,24246.59
Besançon Viotte,Étalans,26484.379
Besançon Viotte,Le Valdahon Camp Militaire,29931.309
Besançon Viotte,Le Valdahon,34449.223
Besançon Viotte,Avoudrey,43280.625
Besançon Viotte,Gilley,54414.008
Besançon Viotte,Morteau,70318.703
Besançon Viotte,Le Locle Col des Roches,75284.148
Besançon Viotte,Le Locle,77065.195
Besançon Viotte,Le Crêt-du-Locle,80751.039
Besançon Viotte,La Chaux-de-Fonds,84633.602
Pontarlier,Frasne,19597.416
Pontarlier,Labergement-Sainte-Marie,29939.023
Pontarlier,Vallorbe,39853.875
Neuchatel,Travers,20592.879
Neuchatel,Pontarlier,45604.539
Neuchatel,Frasne,61966.672
Frasne,Pontarlier,18882.701
Frasne,Travers,41375.086
Frasne,Neuchatel,61967.965
Vallorbe,Labergement-Sainte-Marie,16437.646
Vallorbe,Frasne,35601.246
Vallorbe,Pontarlier,39853.863
Frasne,Labergement-Sainte-Marie,24495.492
Frasne,Vallorbe,29172.631
Delemont,Courtételle,3229.624
Delemont,Courfaivre,5425.202
Delemont,Bassecourt,8773.515
Delemont,Glovelier,11610.357
Delemont,St-Ursanne,16485.805
Delemont,Courgenay,21715.971
Delemont,Porrentruy,25470.537
Delemont,Courchavon,28165.611
Delemont,Courtemaîche,29966.117
Delemont,Buix,33202.559
Delemont,Boncourt,34994.715
Delemont,Delle,36521.672
Delemont,Joncherey,39026.57
Delemont,Grandvillars,41202.102
Delemont,Morvillars,44628.734
Delemont,Méroux,50960.332
Delle,Boncourt,1570.047
Delle,Buix,3362.202
Delle,Courtemaîche,6598.643
Delle,Courchavon,8399.148
Delle,Porrentruy,11094.222
Delle,Courgenay,14848.787
Delle,St-Ursanne,20078.953
Delle,Glovelier,24954.4
Delle,Bassecourt,27791.244
Delle,Courfaivre,31139.557
Delle,Courtételle,33335.133
Delle,Delemont,36564.758
Delle,Moutier,45915.266
Delle,Grenchen Nord,55828.789
Delle,Biel/Bienne,68714.531
Méroux,Morvillars,6331.603
Méroux,Grandvillars,9758.233
Méroux,Joncherey,11933.773
Méroux,Delle,14441.707
Méroux,Boncourt,15965.628
Méroux,Buix,17757.783
Méroux,Courtemaîche,20994.223
Méroux,Courchavon,22794.729
Méroux,Porrentruy,25489.803
Méroux,Courgenay,29244.369
Méroux,St-Ursanne,34474.535
Méroux,Glovelier,39349.984
Méroux,Bassecourt,42186.828
Méroux,Courfaivre,45535.141
Méroux,Courtételle,47730.719
Méroux,Delemont,50960.344
Méroux,Moutier,60310.852
Méroux,Grenchen Nord,70224.375
Méroux,Biel/Bienne,83110.117
Biel/Bienne,Grenchen Nord,12885.745
Biel/Bienne,Moutier,22799.268
Biel/Bienne,Delemont,32149.775
Biel/Bienne,Courtételle,35379.398
Biel/Bienne,Courfaivre,37574.977
Biel/Bienne,Bassecourt,40923.289
Biel/Bienne,Glovelier,43760.133
Biel/Bienne,St-Ursanne,48635.582
Biel/Bienne,Courgenay,53865.746
Biel/Bienne,Porrentruy,57620.313
Biel/Bienne,Courchavon,60315.387
Biel/Bienne,Courtemaîche,62115.895
Biel/Bienne,Buix,65352.336
Biel/Bienne,Boncourt,67144.492
Biel/Bienne,Delle,68671.453
Biel/Bienne,Joncherey,71176.352
Biel/Bienne,Grandvillars,73351.914
Biel/Bienne,Morvillars,76778.539
Biel/Bienne,Méroux,83110.133
Lyon Part Dieu,Pont-de-Beauvoisin,77961.297
Lyon Part Dieu,Lépin-le-Lac - La Bauche,88785.375
Lyon Part Dieu,Chambéry - Challes-les-Eaux,107025.688
Lyon Perrache,Pont-de-Beauvoisin,77440.18
Lyon Perrache,Lépin-le-Lac - La Bauche,88264.258
Lyon Perrache,Chambéry - Challes-les-Eaux,98303.945
Chambéry - Challes-les-Eaux,Lépin-le-Lac - La Bauche,25809.744
Chambéry - Challes-les-Eaux,Pont-de-Beauvoisin,38418.094
Chambéry - Challes-les-Eaux,La Tour-du-Pin,59136.176
Chambéry - Challes-les-Eaux,Bourgoin-Jallieu,64889.629
Chambéry - Challes-les-Eaux,Lyon Part Dieu,132771.453
Chambéry - Challes-les-Eaux,Lyon Perrache,100115.773
Chambéry - Challes-les-Eaux,Saint-André-le-Gaz,53121.879
Chambéry - Challes-les-Eaux,Aix-les-Bains le Revard,15791.051
Chambéry - Challes-les-Eaux,Culoz,45839.727
Chambéry - Challes-les-Eaux,Ambérieu-en-Bugey,101389.859
Saint-Gervais-les-Bains-Le Fayet,Chedde,2700.109
Saint-Gervais-les-Bains-Le Fayet,Servoz,7288.479
Saint-Gervais-les-Bains-Le Fayet,Vaudagne,8914.816
Saint-Gervais-les-Bains-Le Fayet,Viaduc sainte-Marie,10604.273
Saint-Gervais-les-Bains-Le Fayet,Les Houches,13785.988
Saint-Gervais-les-Bains-Le Fayet,Taconnaz,14307.986
Saint-Gervais-les-Bains-Le Fayet,Les Bossons,15723.43
Saint-Gervais-les-Bains-Le Fayet,Les Pélerins,16607.725
Saint-Gervais-les-Bains-Le Fayet,Les Moussoux,17624.936
Saint-Gervais-les-Bains-Le Fayet,Chamonix Aiguille du Midi,18348.68
Saint-Gervais-les-Bains-Le Fayet,Chamonix-Mont-Blanc,22932.547
Saint-Gervais-les-Bains-Le Fayet,Les Praz de Chamonix,21449.035
Saint-Gervais-les-Bains-Le Fayet,Les Tines,23019.045
Saint-Gervais-les-Bains-Le Fayet,La Joux,24987.326
Saint-Gervais-les-Bains-Le Fayet,Argentière,27367.369
Saint-Gervais-les-Bains-Le Fayet,Montroc le Planet,29554.701
Saint-Gervais-les-Bains-Le Fayet,Le Buet,32265.213
Saint-Gervais-les-Bains-Le Fayet,Vallorcine,34115.223
Vallorcine,Le Buet,1850.016
Vallorcine,Montroc le Planet,4560.774
Vallorcine,Argentière,6749.284
Vallorcine,La Joux,9129.148
Vallorcine,Les Tines,11096.213
Vallorcine,Les Praz de Chamonix,12667.932
Vallorcine,Chamonix-Mont-Blanc,15096.072
Vallorcine,Chamonix Aiguille du Midi,15768.295
Vallorcine,Les Moussoux,16492.043
Vallorcine,Les Pélerins,17509.254
Vallorcine,Les Bossons,18391.777
Vallorcine,Taconnaz,19807.525
Vallorcine,Les Houches,22413.119
Vallorcine,Viaduc sainte-Marie,23512.307
Vallorcine,Vaudagne,25201.754
Vallorcine,Servoz,27347.059
Vallorcine,Chedde,31415.121
Vallorcine,Saint-Gervais-les-Bains-Le Fayet,34114.648
Les Houches,Taconnaz,2605.346
Les Houches,Les Bossons,4020.79
Les Houches,Les Pélerins,4905.085
Les Houches,Les Moussoux,5922.295
Les Houches,Chamonix Aiguille du Midi,6646.042
Les Houches,Chamonix-Mont-Blanc,7318.263
Les Houches,Les Praz de Chamonix,9746.402
Les Houches,Les Tines,11316.408
Les Houches,La Joux,13284.686
Les Houches,Argentière,15664.728
Les Houches,Montroc le Planet,17852.063
Les Houches,Le Buet,20562.574
Les Houches,Vallorcine,22412.59
Chamonix-Mont-Blanc,Les Praz de Chamonix,2428.139
Chamonix-Mont-Blanc,Les Tines,3998.146
Chamonix-Mont-Blanc,La Joux,5966.423
Chamonix-Mont-Blanc,Argentière,8346.469
Chamonix-Mont-Blanc,Montroc le Planet,10533.804
Chamonix-Mont-Blanc,Le Buet,13244.314
Chamonix-Mont-Blanc,Vallorcine,15094.331
Aulnoye-Aymeries,Mons,29404.357
Mons,Aulnoye-Aymeries,29414.598
Lille Flandres,Croix - Wasquehal,7240.005
Lille Flandres,Croix l'Allumette,8541.454
Lille Flandres,Roubaix,10663.831
Lille Flandres,Tourcoing,13671.067
Lille Flandres,Mouscron,18293.352
Lille Flandres,Courtrai,26953.461
Courtrai,Mouscron,9885.612
Courtrai,Tourcoing,14546.134
Courtrai,Roubaix,17101.281
Courtrai,Lille Flandres,26957.893
Courtrai,Croix l'Allumette,18409.912
Courtrai,Croix - Wasquehal,19710.244
Maubeuge,Charleroi Sud,36571.297
Maubeuge,Namur,67447.633
Namur,Charleroi Sud,30876.336
Namur,Maubeuge,67478.992
Tournai,FROYENNES,3399.754
Tournai,Baisieux,11989.085
Tournai,Ascq,17282.459
Tournai,Pont de bois,19421.953
Tournai,Lezennes,21624.816
Tournai,Lille Flandres,26727.621
Lille Flandres,Hellemmes,4033.461
Lille Flandres,Pont de bois,5050.031
Lille Flandres,Ascq,7189.303
Lille Flandres,Baisieux,14504.677
Lille Flandres,FROYENNES,23094.008
Lille Flandres,Tournai,26493.762
Lille Flandres,Lezennes,2846.339
Lille Flandres,Annappes,6249.662
Tournai,Annappes,18222.203
Tournai,Hellemmes,20437.252
Sélestat,Benfeld,18677.309
Sélestat,Erstein,27260.893
Sélestat,Strasbourg,49790.98
Strasbourg,Erstein,22474.195
Strasbourg,Benfeld,30375.223
Strasbourg,Sélestat,47583.941
Le Havre,Bréauté - Beuzeville,25699.764
Le Havre,Yvetot,50798.469
Le Havre,Rouen Rive Droite,88526.734
Le Havre,Paris Saint-Lazare,227712.594
Paris Saint-Lazare,Yvetot,176927.438
Paris Saint-Lazare,Bréauté - Beuzeville,202026.219
Paris Saint-Lazare,Le Havre,227726.031
Carhaix,Callac,20253.627
Carhaix,Moustéru,42097.793
Carhaix,Guingamp,53284.371
Rennes,Guingamp,131314.969
Rennes,Moustéru,142500.344
Rennes,Callac,164344.453
Rennes,Carhaix,184598.078
Carhaix,Carnoët - Locarn,9811.937
Carhaix,Le Pénity,12946.169
Carhaix,Les Mais,25243.484
Carhaix,Plougonver,29598.355
Carhaix,Pont-Melvez,34455.488
Carhaix,Coat Guégan,37807.277
Carhaix,Rennes,184598.578
Guingamp,Rennes,131314.484
Guingamp,Moustéru,11186.567
Guingamp,Callac,33030.695
Guingamp,Carhaix,53284.363
Nogent-le-Rotrou,La Loupe,24565.402
Nogent-le-Rotrou,Courville-sur-Eure,42241.102
Nogent-le-Rotrou,Chartres,61019.676
Nogent-le-Rotrou,Maintenon,80229.156
Nogent-le-Rotrou,Épernon,88052.648
Nogent-le-Rotrou,Rambouillet,100580.945
Nogent-le-Rotrou,Versailles Chantiers,131620.641
Nogent-le-Rotrou,Paris Montparnasse Hall 1 - 2,147692.891
Nice-Ville,Nice Pont Michel,3291.909
Nice-Ville,L'Ariane La Trinité,5679.063
Nice-Ville,La Trinité Victor,6929.698
Nice-Ville,Drap - Cantaron,9085.313
Nice-Ville,Halte de Fontanil - Lycée de Drap,11117.281
Nice-Ville,Peillon - Sainte-Thècle,13518.212
Nice-Ville,Peille,16804.967
Nice-Ville,L'Escarène,23476.742
Nice-Ville,Touët-de-l'Escarène,24968.672
Nice-Ville,Sospel,33530.566
Nice-Ville,Breil-sur-Roya,44069.602
Nice-Ville,Fontan - Saorge,50978.34
Nice-Ville,Saint-Dalmas de Tende,63668.547
Nice-Ville,La Brigue,67796.766
Nice-Ville,Tende,69886.313
Tende,La Brigue,2089.545
Tende,Saint-Dalmas de Tende,6217.762
Tende,Fontan - Saorge,18907.938
Tende,Breil-sur-Roya,25816.666
Tende,Sospel,36355.695
Tende,Touët-de-l'Escarène,44917.586
Tende,L'Escarène,46409.512
Tende,Peille,53081.285
Tende,Peillon - Sainte-Thècle,56368.035
Tende,Halte de Fontanil - Lycée de Drap,58768.973
Tende,Drap - Cantaron,60799.113
Tende,La Trinité Victor,62953.281
Tende,L'Ariane La Trinité,64203.91
Tende,Nice Pont Michel,66591.055
Tende,Nice-Ville,69882.953
Nice Pont Michel,L'Ariane La Trinité,2387.154
Nice Pont Michel,La Trinité Victor,3637.788
Nice Pont Michel,Drap - Cantaron,5791.949
Nice Pont Michel,Halte de Fontanil - Lycée de Drap,7822.09
Nice Pont Michel,Peillon - Sainte-Thècle,10223.021
Nice Pont Michel,Peille,13509.776
Nice Pont Michel,L'Escarène,20181.553
Nice Pont Michel,Touët-de-l'Escarène,21673.482
Nice Pont Michel,Sospel,30235.373
Nice Pont Michel,Breil-sur-Roya,40774.398
Nice Pont Michel,Fontan - Saorge,47683.137
Nice Pont Michel,Saint-Dalmas de Tende,60373.344
Nice Pont Michel,La Brigue,64501.555
Nice Pont Michel,Tende,66591.109
Latour-de-Carol - Enveitg,Bena Fanes,1164.741
Latour-de-Carol - Enveitg,Ur les Escaldes,3819.363
Latour-de-Carol - Enveitg,Bourg-Madame,6841.786
Latour-de-Carol - Enveitg,Osséja,9701.2
Latour-de-Carol - Enveitg,Sainte-Léocadie,14111.998
Latour-de-Carol - Enveitg,Err,15922.587
Latour-de-Carol - Enveitg,Saillagouse,17873.381
Latour-de-Carol - Enveitg,Estavar,20071.246
Latour-de-Carol - Enveitg,Font-Romeu-Odeillo-Via,27611.596
Latour-de-Carol - Enveitg,Bolquère - Eyne,32319.502
Latour-de-Carol - Enveitg,Mont-Louis - La Cabanasse,34665.27
Latour-de-Carol - Enveitg,Planès,37283.227
Latour-de-Carol - Enveitg,Sauto,39795.383
Latour-de-Carol - Enveitg,Fontpédrouse St-Thomas les B.,42769.957
Latour-de-Carol - Enveitg,Thuès Carença,46189.629
Latour-de-Carol - Enveitg,Thuès les Bains,48591.664
Latour-de-Carol - Enveitg,Nyer,50856.898
Latour-de-Carol - Enveitg,Olette - Canaveilles les Bains,52748.965
Latour-de-Carol - Enveitg,Joncet,56237.078
Latour-de-Carol - Enveitg,Serdinya,57460.785
Latour-de-Carol - Enveitg,Villefranche - Vernet-les-Bains,62465.16
Font-Romeu-Odeillo-Via,Bolquère - Eyne,4707.907
Font-Romeu-Odeillo-Via,Mont-Louis - La Cabanasse,7053.687
Font-Romeu-Odeillo-Via,Planès,9671.63
Font-Romeu-Odeillo-Via,Sauto,12183.787
Font-Romeu-Odeillo-Via,Fontpédrouse St-Thomas les B.,15158.376
Font-Romeu-Odeillo-Via,Thuès Carença,18578.037
Font-Romeu-Odeillo-Via,Thuès les Bains,20980.072
Font-Romeu-Odeillo-Via,Nyer,23245.297
Font-Romeu-Odeillo-Via,Olette - Canaveilles les Bains,25137.365
Font-Romeu-Odeillo-Via,Joncet,28625.484
Font-Romeu-Odeillo-Via,Serdinya,29849.189
Font-Romeu-Odeillo-Via,Villefranche - Vernet-les-Bains,34853.559
Annemasse,Chêne-Bourg,3146.378
Annemasse,Genève-Eaux-Vives,5580.517
Annemasse,Genève-Champel,7021.176
Annemasse,Lancy-Bachet,9743.762
Annemasse,Lancy-Pont-Rouge,11394.696
Annemasse,Geneve,14109.887
Annemasse,Genève-Sécheron,15479.782
Annemasse,Chambésy,17709.766
Annemasse,Les Tuileries,18552.271
Annemasse,Genthod-Bellevue,19463.162
Annemasse,Creux-de-Genthod,20429.129
Annemasse,Versoix,22237.844
Annemasse,Pont-Céard,23124.516
Annemasse,Mies,24612.262
Annemasse,Tannay,25851.816
Annemasse,Coppet,27052.574
Coppet,Tannay,1200.757
Coppet,Mies,2440.312
Coppet,Pont-Céard,3928.059
Coppet,Versoix,4814.73
Coppet,Creux-de-Genthod,6623.444
Coppet,Genthod-Bellevue,7589.412
Coppet,Les Tuileries,8500.303
Coppet,Chambésy,9342.809
Coppet,Genève-Sécheron,11572.792
Coppet,Geneve,12942.688
Coppet,Lancy-Pont-Rouge,15657.878
Coppet,Lancy-Bachet,17308.813
Coppet,Genève-Champel,20031.398
Coppet,Genève-Eaux-Vives,21472.059
Coppet,Chêne-Bourg,23906.197
Coppet,Annemasse,27046.941
Geneve,Lancy-Pont-Rouge,2715.19
Geneve,Lancy-Bachet,4366.125
Geneve,Genève-Champel,7088.71
Geneve,Genève-Eaux-Vives,8529.37
Geneve,Chêne-Bourg,10963.509
Geneve,Annemasse,14104.254
Coppet,Machilly,36871.02
Coppet,Bons-en-Chablais,40935.648
Coppet,Perrignier,47301.543
Coppet,Thonon-les-Bains,57089.98
Coppet,Évian-les-Bains,65733.688
Geneve,Machilly,23928.328
Geneve,Bons-en-Chablais,27993.715
Geneve,Perrignier,34359.563
